Name,Link,Birth Date,Height (meter),Weight (Kg),Nationalities,Total points,Per Game Point,Total Rebounds,Per Game Rebounds,Total Assists,Per Game Assists
Marv Roberts,https://en.wikipedia.org/wiki/Marv_Roberts,1950-01-29,2.03,91.0,American,3345.0,8.3,1570.0,3.9,517.0,1.3
Stanley Roberts,https://en.wikipedia.org/wiki/Stanley_Roberts,1970-02-02,2.13,129.0,American,2555.0,8.5,1549.0,5.2,,
Wyman Roberts,https://en.wikipedia.org/wiki/Wyman_Roberts,1915-09-27,1.8,73.0,American,,,,,,
Alvin Robertson,https://en.wikipedia.org/wiki/Alvin_Robertson,1962-07-22,1.91,84.0,American,10882.0,14.0,4066.0,5.2,,
Oscar Robertson,https://en.wikipedia.org/wiki/Oscar_Robertson,1938-11-24,1.96,93.0,American,26710.0,25.7,7804.0,7.5,9887.0,9.5
Ryan Robertson,https://en.wikipedia.org/wiki/Ryan_Robertson,1976-10-02,1.96,86.0,American,,,,,,
Tony Robertson,https://en.wikipedia.org/wiki/Tony_Robertson,,,,,,,,,,
Rick Robey,https://en.wikipedia.org/wiki/Rick_Robey,1956-01-30,2.11,104.0,American,3723.0,7.6,2301.0,4.7,611.0,1.2
Bernard Robinson,https://en.wikipedia.org/wiki/Bernard_Robinson_(basketball),1983-01-28,1.98,95.0,American,,,,,,
Chris Robinson,https://en.wikipedia.org/wiki/Chris_Robinson_(basketball),1974-04-02,1.96,91.0,American,350.0,4.6,117.0,1.5,104.0,1.4
Cliff Robinson,"https://en.wikipedia.org/wiki/Cliff_Robinson_(basketball,_born_1960)",1960-03-13,2.06,100.0,American,10823.0,17.2,5237.0,8.3,1249.0,2.0
Cliff Robinson,"https://en.wikipedia.org/wiki/Cliff_Robinson_(basketball,_born_1966)",1966-12-16,2.08,102.0,American,19591.0,14.6,6306.0,4.6,3094.0,2.2
David Robinson,https://en.wikipedia.org/wiki/David_Robinson_(basketball),1965-08-06,2.16,107.0,American,20790.0,21.1,10497.0,10.6,,
Eddie Robinson,https://en.wikipedia.org/wiki/Eddie_Robinson_(basketball),1976-04-19,2.06,95.0,American,,,,,,
Flynn Robinson,https://en.wikipedia.org/wiki/Flynn_Robinson,1941-04-28,1.85,84.0,American,7577.0,14.0,1372.0,2.5,1628.0,3.0
Glenn Robinson,https://en.wikipedia.org/wiki/Glenn_Robinson,1973-01-10,2.01,109.0,American,14234.0,20.7,4189.0,6.1,1879.0,2.7
Glenn Robinson III,https://en.wikipedia.org/wiki/Glenn_Robinson_III,1994-01-08,1.98,101.0,American,,,,,,
Jackie Robinson,"https://en.wikipedia.org/wiki/Jackie_Robinson_(basketball,_born_1955)",1955-05-20,1.98,95.0,American,,,,,,
Jamal Robinson,https://en.wikipedia.org/wiki/Jamal_Robinson,1973-12-27,2.01,96.0,American,,,,,,
James Robinson,https://en.wikipedia.org/wiki/James_Robinson_(basketball),1970-08-31,1.88,82.0,American,2882.0,7.6,660.0,1.7,715.0,1.9
Larry Robinson,https://en.wikipedia.org/wiki/Larry_Robinson_(basketball),1968-01-11,1.91,82.0,American,,,,,,
Nate Robinson,https://en.wikipedia.org/wiki/Nate_Robinson,1984-05-31,1.75,83.0,American,,,,,,
Oliver Robinson,https://en.wikipedia.org/wiki/Oliver_Robinson,1960-03-13,,,,,,,,,
Ronnie Robinson,https://en.wikipedia.org/wiki/Ronnie_Robinson_(basketball),,,,,,,,,,
Rumeal Robinson,https://en.wikipedia.org/wiki/Rumeal_Robinson,1966-11-13,1.88,88.0,"American,Jamaican",2546.0,7.6,,,1179.0,3.5
Sam Robinson,https://en.wikipedia.org/wiki/Sam_Robinson_(basketball),1948-01-01,2.01,86.0,American,,,,,,
Thomas Robinson,https://en.wikipedia.org/wiki/Thomas_Robinson_(basketball),1991-03-17,2.08,108.0,American,,,,,,
Truck Robinson,https://en.wikipedia.org/wiki/Truck_Robinson,1951-10-04,2.01,102.0,American,11988.0,15.5,7267.0,9.4,1348.0,1.7
Wayne Robinson,https://en.wikipedia.org/wiki/Wayne_Robinson_(basketball),1958-04-19,2.03,98.0,American,,,,,,
Wil Robinson,https://en.wikipedia.org/wiki/Wil_Robinson,1949-12-25,1.88,79.0,American,,,,,,
Bill Robinzine,https://en.wikipedia.org/wiki/Bill_Robinzine,1953-01-20,2.01,104.0,American,5541.0,10.5,3209.0,6.1,560.0,1.1
Dave Robisch,https://en.wikipedia.org/wiki/Dave_Robisch,1949-12-22,2.08,107.0,American,10581.0,11.4,6173.0,6.6,1655.0,1.8
Red Rocha,https://en.wikipedia.org/wiki/Red_Rocha,1923-09-18,2.06,84.0,American,6362.0,10.9,2747.0,6.6,1153.0,2.0
John Roche,https://en.wikipedia.org/wiki/John_Roche_(basketball),1949-09-26,1.91,77.0,American,5345.0,11.2,736.0,1.5,1880.0,3.9
Gene Rock,https://en.wikipedia.org/wiki/Gene_Rock,"November 4, 1921",1.75,70.0,American,10.0,0.0,,,0.0,0.0
Jack Rocker,https://en.wikipedia.org/wiki/Jack_Rocker,1922-08-12,1.96,84.0,,,,,,,
Guy Rodgers,https://en.wikipedia.org/wiki/Guy_Rodgers,1935-09-01,1.83,84.0,American,10415.0,11.7,3791.0,4.3,6917.0,7.8
Dennis Rodman,https://en.wikipedia.org/wiki/Dennis_Rodman,1961-05-13,2.01,100.0,American,6683.0,7.3,11954.0,13.1,1600.0,1.8
Lou Roe,https://en.wikipedia.org/wiki/Lou_Roe,1972-07-14,2.01,100.0,American,,,,,,
Carlos Rogers,https://en.wikipedia.org/wiki/Carlos_Rogers_(basketball),1971-02-06,2.11,100.0,American,,,,,,
Harry Rogers,https://en.wikipedia.org/wiki/Harry_Rogers_(basketball),,,,,,,,,,
Johnny Rogers,https://en.wikipedia.org/wiki/Johnny_Rogers,1963-12-30,2.08,102.0,"American,Spanish",,,,,,
Marshall Rogers,https://en.wikipedia.org/wiki/Marshall_Rogers_(basketball),"August 27, 1953",1.85,86.0,American,100.0,3.8,11.0,0.4,10.0,0.4
Rodney Rogers,https://en.wikipedia.org/wiki/Rodney_Rogers,1971-06-20,2.01,107.0,American,9468.0,10.9,3881.0,4.5,1722.0,2.0
Roy Rogers,https://en.wikipedia.org/wiki/Roy_Rogers_(basketball),1973-08-19,2.08,107.0,American,652.0,4.8,483.0,3.5,,
Willie Rogers,https://en.wikipedia.org/wiki/Willie_Rogers_(basketball),,,,,,,,,,
Al Roges,https://en.wikipedia.org/wiki/Al_Roges,,,,,,,,,,
Ken Rohloff,https://en.wikipedia.org/wiki/Ken_Rohloff,1939-04-18,1.83,88.0,American,,,,,,
Kenny Rollins,https://en.wikipedia.org/wiki/Kenny_Rollins,1923-09-14,1.83,76.0,American,817.0,4.9,45.0,1.0,344.0,2.0
Phil Rollins,https://en.wikipedia.org/wiki/Phil_Rollins,1934-01-19,1.88,84.0,American,898.0,5.1,405.0,2.3,458.0,2.6
Tree Rollins,https://en.wikipedia.org/wiki/Tree_Rollins,1954-06-16,2.16,107.0,American,6249.0,5.4,6750.0,5.8,,
Lorenzo Romar,https://en.wikipedia.org/wiki/Lorenzo_Romar,1958-11-13,,,,,,,,,
Rajon Rondo,https://en.wikipedia.org/wiki/Rajon_Rondo,1986-02-22,1.85,84.0,American,,,,,,
Jerry Rook,https://en.wikipedia.org/wiki/Jerry_Rook,1943-10-27,1.96,102.0,American,,,,,,
Sean Rooks,https://en.wikipedia.org/wiki/Sean_Rooks,1969-09-09,2.08,113.0,American,4676.0,6.2,2877.0,3.8,,
Pat Rooney,https://en.wikipedia.org/wiki/Pat_Rooney_(basketball),,1.91,,American,,,,,,
Derrick Rose,https://en.wikipedia.org/wiki/Derrick_Rose,1988-10-04,1.91,86.0,American,,,,,,
Jalen Rose,https://en.wikipedia.org/wiki/Jalen_Rose,1973-01-30,2.03,95.0,American,13220.0,14.3,3193.0,3.5,3527.0,3.8
Malik Rose,https://en.wikipedia.org/wiki/Malik_Rose,1974-11-23,2.01,113.0,American,5003.0,6.2,3371.0,4.1,684.0,0.8
Robert Rose,https://en.wikipedia.org/wiki/Robert_Rose_(basketball),1964-12-27,1.96,96.0,"American,Australian",,,,,,
Petey Rosenberg,https://en.wikipedia.org/wiki/Petey_Rosenberg,1918-04-07,1.78,75.0,American,,,,,,
Lennie Rosenbluth,https://en.wikipedia.org/wiki/Lennie_Rosenbluth,1933-01-22,1.93,86.0,American,,,,,,
Hank Rosenstein,https://en.wikipedia.org/wiki/Hank_Rosenstein,,,,,,,,,,
Dick Rosenthal,https://en.wikipedia.org/wiki/Dick_Rosenthal,1933-01-20,1.96,93.0,American,575.0,6.8,352.0,4.1,170.0,2.0
Gene Rosenthal,https://en.wikipedia.org/wiki/Gene_Rosenthal,1914-08-05,1.8,79.0,American,,,,,,
Quinton Ross,https://en.wikipedia.org/wiki/Quinton_Ross,1981-04-30,1.98,88.0,American,,,,,,
Terrence Ross,https://en.wikipedia.org/wiki/Terrence_Ross,1991-02-05,2.01,88.0,American,,,,,,
Carl Roth,https://en.wikipedia.org/wiki/Carl_Roth,1909-09-15,1.88,91.0,,,,,,,
Doug Roth,https://en.wikipedia.org/wiki/Doug_Roth,1967-08-24,2.11,116.0,American,,,,,,
Scott Roth,https://en.wikipedia.org/wiki/Scott_Roth,1963-06-03,2.03,96.0,American,,,,,,
Irv Rothenberg,https://en.wikipedia.org/wiki/Irv_Rothenberg,,,,,,,,,,
Mickey Rottner,https://en.wikipedia.org/wiki/Mickey_Rottner,1919-03-23,1.78,82.0,American,,,,,,
Dan Roundfield,https://en.wikipedia.org/wiki/Dan_Roundfield,1953-05-26,2.03,93.0,American,11657.0,14.3,7502.0,9.2,,
Giff Roux,https://en.wikipedia.org/wiki/Giff_Roux,1923-06-28,1.96,88.0,American,,,,,,
Ron Rowan,https://en.wikipedia.org/wiki/Ron_Rowan,1962-04-23,1.93,91.0,"American,Irish",,,,,,
Curtis Rowe,https://en.wikipedia.org/wiki/Curtis_Rowe,1949-07-02,2.01,102.0,American,6873.0,11.6,4264.0,7.2,932.0,1.6
Jim Rowinski,https://en.wikipedia.org/wiki/Jim_Rowinski,1961-01-04,2.03,113.0,American,,,,,,
Derrick Rowland,https://en.wikipedia.org/wiki/Derrick_Rowland,1959-06-21,1.96,88.0,American,,,,,,
Brian Rowsom,https://en.wikipedia.org/wiki/Brian_Rowsom,1965-10-23,2.06,100.0,American,,,,,,
Brandon Roy,https://en.wikipedia.org/wiki/Brandon_Roy,1984-07-23,1.98,96.0,American,,,,,,
Donald Royal,https://en.wikipedia.org/wiki/Donald_Royal,1966-05-22,2.03,95.0,American,3151.0,6.3,1431.0,2.8,,
Reggie Royals,https://en.wikipedia.org/wiki/Reggie_Royals,1950-09-18,2.08,91.0,American,,,,,,
Bob Royer,https://en.wikipedia.org/wiki/Bob_Royer,1927-10-15,1.78,70.0,American,197.0,4.7,,,85.0,2.0
Clifford Rozier,https://en.wikipedia.org/wiki/Clifford_Rozier,1972-10-31,2.11,111.0,American,,,,,,
Terry Rozier,https://en.wikipedia.org/wiki/Terry_Rozier,1994-03-17,1.88,86.0,American,,,,,,
Ricky Rubio,https://en.wikipedia.org/wiki/Ricky_Rubio,1990-10-21,1.93,86.0,Spanish,,,,,,
Guy Rucker,https://en.wikipedia.org/wiki/Guy_Rucker,1977-07-27,2.11,120.0,American,,,,,,
Delaney Rudd,https://en.wikipedia.org/wiki/Delaney_Rudd,1962-11-08,1.88,82.0,American,,,,,,
John Rudd,https://en.wikipedia.org/wiki/John_Rudd_(basketball),,,,,,,,,,
John Rudometkin,https://en.wikipedia.org/wiki/John_Rudometkin,1940-06-06,1.98,93.0,American,822.0,6.3,412.0,3.1,72.0,0.5
Michael Ruffin,https://en.wikipedia.org/wiki/Michael_Ruffin,1977-01-21,2.03,112.0,American,,,,,,
Trevor Ruffin,https://en.wikipedia.org/wiki/Trevor_Ruffin,,,,,,,,,,
Paul Ruffner,https://en.wikipedia.org/wiki/Paul_Ruffner,1948-10-15,2.08,102.0,American,,,,,,
Clem Ruh,https://en.wikipedia.org/wiki/Clem_Ruh,1915-10-31,1.78,75.0,American,,,,,,
Joe Ruklick,https://en.wikipedia.org/wiki/Joe_Ruklick,1938-08-03,2.06,100.0,American,398.0,3.5,286.0,2.5,48.0,0.4
Jeff Ruland,https://en.wikipedia.org/wiki/Jeff_Ruland,1958-12-16,2.11,109.0,American,5763.0,17.4,3378.0,10.2,1002.0,3.0
Bob Rule,https://en.wikipedia.org/wiki/Bob_Rule,1944-06-29,2.06,100.0,American,7007.0,17.4,3333.0,8.3,594.0,1.5
Jerry Rullo,https://en.wikipedia.org/wiki/Jerry_Rullo,1923-06-23,1.78,75.0,American,,,,,,
George Rung,https://en.wikipedia.org/wiki/George_Rung,,,,,,,,,,
Stefano Rusconi,https://en.wikipedia.org/wiki/Stefano_Rusconi,1968-10-02,2.08,125.0,Italian,,,,,,
Brandon Rush,https://en.wikipedia.org/wiki/Brandon_Rush,1985-07-07,1.98,102.0,American,,,,,,
Kareem Rush,https://en.wikipedia.org/wiki/Kareem_Rush,1980-10-30,1.96,91.0,American,,,,,,
Bill Russell,https://en.wikipedia.org/wiki/Bill_Russell,1934-02-12,2.08,100.0,American,14522.0,15.1,21620.0,22.5,4100.0,4.3
Bryon Russell,https://en.wikipedia.org/wiki/Bryon_Russell,1970-12-31,2.01,102.0,American,6663.0,7.9,2914.0,3.5,1085.0,1.3
Campy Russell,https://en.wikipedia.org/wiki/Campy_Russell,1952-01-12,2.03,98.0,American,8953.0,15.8,2696.0,4.8,1684.0,3.0
Cazzie Russell,https://en.wikipedia.org/wiki/Cazzie_Russell,1944-06-07,1.96,99.0,American,12377.0,15.1,3068.0,3.8,1838.0,2.2
Frank Russell,https://en.wikipedia.org/wiki/Frank_Russell_(basketball),,,,,,,,,,
Pierre Russell,https://en.wikipedia.org/wiki/Pierre_Russell,1949-12-13,1.93,86.0,American,,,,,,
Rubin Russell,https://en.wikipedia.org/wiki/Rubin_Russell,1944-11-07,1.88,82.0,American,,,,,,
Walker Russell,https://en.wikipedia.org/wiki/Walker_Russell,1960-10-26,1.96,88.0,American,,,,,,
Lou Rutter,https://en.wikipedia.org/wiki/Lou_Rutter,1914-08-04,1.88,82.0,American,,,,,,
Ledell Eackles,https://en.wikipedia.org/wiki/Ledell_Eackles,1966-11-24,1.96,100.0,American,4783.0,10.8,,,,
Jim Eakins,https://en.wikipedia.org/wiki/Jim_Eakins,1946-05-24,2.11,98.0,American,8255.0,10.8,5578.0,7.3,,
Acie Earl,https://en.wikipedia.org/wiki/Acie_Earl,1970-06-23,2.08,109.0,American,980.0,5.1,517.0,2.7,,
Ed Earle,https://en.wikipedia.org/wiki/Ed_Earle,,,,,,,,,,
Cleanthony Early,https://en.wikipedia.org/wiki/Cleanthony_Early,1991-04-17,2.03,95.0,American,,,,,,
Mark Eaton,https://en.wikipedia.org/wiki/Mark_Eaton_(basketball),1957-01-24,2.24,132.0,American,5216.0,6.0,6939.0,7.9,,
Jerry Eaves,https://en.wikipedia.org/wiki/Jerry_Eaves,1959-02-08,,,,,,,,,
Devin Ebanks,https://en.wikipedia.org/wiki/Devin_Ebanks,1989-10-28,2.06,98.0,American,,,,,,
Bill Ebben,https://en.wikipedia.org/wiki/Bill_Ebben,1935-10-07,1.93,86.0,American,,,,,,
Al Eberhard,https://en.wikipedia.org/wiki/Al_Eberhard,1952-05-10,1.98,102.0,American,,,,,,
Ndudi Ebi,https://en.wikipedia.org/wiki/Ndudi_Ebi,1984-06-18,2.06,109.0,"Nigerian,British",,,,,,
Roy Ebron,https://en.wikipedia.org/wiki/Roy_Ebron,1951-08-31,2.06,100.0,American,,,,,,
Jarell Eddie,https://en.wikipedia.org/wiki/Jarell_Eddie,1991-10-30,2.01,99.0,American,,,,,,
Patrick Eddie,https://en.wikipedia.org/wiki/Patrick_Eddie,1967-12-27,2.11,109.0,,,,,,,
Dwight Eddleman,https://en.wikipedia.org/wiki/Dwight_Eddleman,1922-12-27,1.91,86.0,American,3221.0,12.1,913.0,4.5,550.0,2.1
Kenton Edelin,https://en.wikipedia.org/wiki/Kenton_Edelin,1962-05-24,2.03,93.0,American,,,,,,
Charlie Edge,https://en.wikipedia.org/wiki/Charlie_Edge,,,,,,,,,,
Bobby Joe Edmonds,https://en.wikipedia.org/wiki/Bobby_Joe_Edmonds_(basketball),1941-03-08,1.98,100.0,American,,,,,,
Keith Edmonson,https://en.wikipedia.org/wiki/Keith_Edmonson,1960-09-28,1.96,88.0,American,,,,,,
Tyus Edney,https://en.wikipedia.org/wiki/Tyus_Edney,1973-02-14,1.78,88.0,American,1728.0,7.6,,,910.0,4.0
Bill Edwards,https://en.wikipedia.org/wiki/Bill_Edwards_(basketball),1971-08-28,2.03,95.0,American,,,,,,
Blue Edwards,https://en.wikipedia.org/wiki/Blue_Edwards,1965-10-31,1.93,91.0,American,7585.0,10.8,2376.0,3.4,1409.0,3.0
Corsley Edwards,https://en.wikipedia.org/wiki/Corsley_Edwards,1979-03-05,2.06,125.0,American,,,,,,
Doug Edwards,https://en.wikipedia.org/wiki/Doug_Edwards,1971-01-21,2.01,100.0,American,,,,,,
Franklin Edwards,https://en.wikipedia.org/wiki/Franklin_Edwards,1959-02-02,1.85,77.0,American,,,,,,
Gran Edwards,https://en.wikipedia.org/wiki/Gran_Edwards,,,84.0,American,,,,,,
James Edwards,https://en.wikipedia.org/wiki/James_Edwards_(basketball),1955-11-22,2.16,102.0,American,14862.0,12.7,6004.0,5.1,,
Jay Edwards,https://en.wikipedia.org/wiki/Jay_Edwards_(basketball),1969-01-03,1.93,84.0,American,,,,,,
John Edwards,https://en.wikipedia.org/wiki/John_Edwards_(basketball),1981-07-31,2.13,125.0,Portuguese,,,,,,
Kevin Edwards,https://en.wikipedia.org/wiki/Kevin_Edwards,1965-10-30,1.91,86.0,American,6596.0,10.9,1653.0,2.7,1609.0,2.7
Leroy Edwards,https://en.wikipedia.org/wiki/Leroy_Edwards,1914-04-11,1.96,95.0,American,,,,,,
Shane Edwards,https://en.wikipedia.org/wiki/Shane_Edwards_(basketball),1987-05-31,2.01,100.0,American,,,,,,
Tommy Edwards,https://en.wikipedia.org/wiki/Tommy_Edwards_(basketball),1911-01-14,1.78,77.0,American,,,,,,
Johnny Egan,https://en.wikipedia.org/wiki/Johnny_Egan,1939-01-31,1.8,82.0,American,5521.0,7.8,1284.0,1.8,2102.0,3.0
Lonnie Eggleston,https://en.wikipedia.org/wiki/Lonnie_Eggleston,1918-06-08,1.83,77.0,American,,,,,,
Bulbs Ehlers,https://en.wikipedia.org/wiki/Bulbs_Ehlers,1923-03-10,1.91,90.0,American,800.0,8.1,,,177.0,1.8
Craig Ehlo,https://en.wikipedia.org/wiki/Craig_Ehlo,1961-08-11,2.03,91.0,American,7492.0,8.6,3139.0,3.6,2456.0,2.8
Rich Eichhorst,https://en.wikipedia.org/wiki/Rich_Eichhorst,,,,,,,,,,
Howard Eisley,https://en.wikipedia.org/wiki/Howard_Eisley,1972-12-04,1.88,84.0,American,5116.0,6.5,1324.0,1.7,2748.0,3.5
Obinna Ekezie,https://en.wikipedia.org/wiki/Obinna_Ekezie,,2.08,122.0,"Nigerian,American",,,,,,
Don Eliason,https://en.wikipedia.org/wiki/Don_Eliason,,,,,,,,,,
Mario Elie,https://en.wikipedia.org/wiki/Mario_Elie,1963-11-26,1.96,95.0,American,6265.0,8.6,2017.0,2.8,1875.0,2.6
Ray Ellefson,https://en.wikipedia.org/wiki/Ray_Ellefson,1922-09-18,2.03,104.0,,,,,,,
Henry Ellenson,https://en.wikipedia.org/wiki/Henry_Ellenson,1997-01-13,2.11,111.0,American,,,,,,
Wayne Ellington,https://en.wikipedia.org/wiki/Wayne_Ellington,1987-11-29,1.93,91.0,American,,,,,,
Bob Elliott,https://en.wikipedia.org/wiki/Bob_Elliott_(basketball),1955-08-18,2.06,102.0,American,,,,,,
Sean Elliott,https://en.wikipedia.org/wiki/Sean_Elliott,1968-02-02,2.03,100.0,American,10544.0,14.2,3204.0,4.3,1897.0,2.6
Bo Ellis,https://en.wikipedia.org/wiki/Bo_Ellis,1954-08-08,2.06,89.0,American,,,,,,
Boo Ellis,https://en.wikipedia.org/wiki/Boo_Ellis,1936-02-11,1.96,84.0,American,607.0,5.1,616.0,5.2,86.0,0.7
Dale Ellis,https://en.wikipedia.org/wiki/Dale_Ellis,1960-08-06,2.01,93.0,American,,,,,,
Harold Ellis,https://en.wikipedia.org/wiki/Harold_Ellis_(basketball),1970-10-07,1.96,91.0,American,,,,,,
Joe Ellis,https://en.wikipedia.org/wiki/Joe_Ellis_(basketball),1944-05-03,1.98,79.0,American,4623.0,8.8,2686.0,5.1,716.0,1.4
LaPhonso Ellis,https://en.wikipedia.org/wiki/LaPhonso_Ellis,1970-05-05,2.03,109.0,American,7410.0,11.9,4032.0,6.5,981.0,1.6
LeRon Ellis,https://en.wikipedia.org/wiki/LeRon_Ellis,1969-04-28,2.06,102.0,American,,,,,,
LeRoy Ellis,https://en.wikipedia.org/wiki/LeRoy_Ellis,1940-03-10,2.11,95.0,American,10176.0,9.7,8709.0,8.3,1405.0,1.3
Monta Ellis,https://en.wikipedia.org/wiki/Monta_Ellis,1985-10-26,1.91,84.0,American,,,,,,
Pervis Ellison,https://en.wikipedia.org/wiki/Pervis_Ellison,1967-04-03,2.06,95.0,American,4494.0,9.5,3170.0,6.7,691.0,1.5
Len Elmore,https://en.wikipedia.org/wiki/Len_Elmore,1952-03-28,2.06,100.0,American,3948.0,6.0,3360.0,5.1,,
Don Elser,https://en.wikipedia.org/wiki/Don_Elser,1913-08-04,1.93,100.0,American,,,,,,
Francisco Elson,https://en.wikipedia.org/wiki/Francisco_Elson,1976-02-28,2.08,108.0,Dutch,1726.0,3.7,1638.0,3.5,,
Darrell Elston,https://en.wikipedia.org/wiki/Darrell_Elston,1952-08-15,1.93,86.0,American,,,,,,
Melvin Ely,https://en.wikipedia.org/wiki/Melvin_Ely,1978-05-02,2.08,118.0,American,,,,,,
Joel Embiid,https://en.wikipedia.org/wiki/Joel_Embiid,1994-03-16,2.13,113.0,Cameroonian,,,,,,
Wayne Embry,https://en.wikipedia.org/wiki/Wayne_Embry,1937-03-26,2.03,109.0,American,10380.0,12.5,7544.0,9.1,1194.0,1.4
Andre Emmett,https://en.wikipedia.org/wiki/Andre_Emmett,1982-08-27,1.96,104.0,American,,,,,,
Ned Endress,https://en.wikipedia.org/wiki/Ned_Endress,,,,,,,,,,
Chris Engler,https://en.wikipedia.org/wiki/Chris_Engler,1959-03-01,2.11,111.0,American,,,,,,
Wayne Englestad,https://en.wikipedia.org/wiki/Wayne_Englestad,1966-12-06,2.03,111.0,American,,,,,,
Alex English,https://en.wikipedia.org/wiki/Alex_English,1954-01-05,2.01,86.0,American,25613.0,21.5,6538.0,5.5,4351.0,3.6
Claude English,https://en.wikipedia.org/wiki/Claude_English,,,,,,,,,,
Jo Jo English,https://en.wikipedia.org/wiki/Jo_Jo_English,1970-02-04,1.93,,American,,,,,,
Kim English,https://en.wikipedia.org/wiki/Kim_English_(basketball),1988-09-24,1.98,91.0,American,,,,,,
Scott English,https://en.wikipedia.org/wiki/Scott_English_(basketball),,,,,,,,,,
Gene Englund,https://en.wikipedia.org/wiki/Gene_Englund,1917-10-21,1.96,93.0,American,,,,,,
James Ennis,https://en.wikipedia.org/wiki/James_Ennis_(basketball),1990-07-01,2.01,95.0,American,,,,,,
Tyler Ennis,https://en.wikipedia.org/wiki/Tyler_Ennis_(basketball),1994-08-24,1.91,88.0,Canadian,,,,,,
Charlie Epperson,https://en.wikipedia.org/wiki/Charlie_Epperson,,1.85,,American,,,,,,
Ray Epps,https://en.wikipedia.org/wiki/Ray_Epps,1956-08-20,1.98,88.0,American,,,,,,
Ed Erban,https://en.wikipedia.org/wiki/Ed_Erban,1921-07-06,1.93,100.0,American,,,,,,
Semih Erden,https://en.wikipedia.org/wiki/Semih_Erden,1986-07-28,2.13,109.0,Turkish,,,,,,
Bo Erias,https://en.wikipedia.org/wiki/Bo_Erias,"July 30, 1932",1.91,100.0,American,,,,,,
Keith Erickson,https://en.wikipedia.org/wiki/Keith_Erickson,1944-04-19,1.96,88.0,American,7251.0,9.5,3449.0,4.5,1991.0,2.6
Julius Erving,https://en.wikipedia.org/wiki/Julius_Erving,1950-02-22,2.01,95.0,American,30026.0,24.2,10525.0,8.5,5176.0,4.2
Evan Eschmeyer,https://en.wikipedia.org/wiki/Evan_Eschmeyer,1975-05-30,2.11,116.0,American,,,,,,
Jack Eskridge,https://en.wikipedia.org/wiki/Jack_Eskridge,,,,,,,,,,
Vincenzo Esposito,https://en.wikipedia.org/wiki/Vincenzo_Esposito,1969-03-01,1.94,90.0,Italian,,,,,,
Billy Evans,https://en.wikipedia.org/wiki/Billy_Evans_(basketball),,,,,,,,,,
Bob Evans,https://en.wikipedia.org/wiki/Bob_Evans_(basketball),1925-05-31,1.88,79.0,American,142.0,3.0,,,55.0,1.2
Brian Evans,https://en.wikipedia.org/wiki/Brian_Evans_(basketball),1973-09-13,2.03,100.0,American,375.0,3.7,164.0,1.6,,
Dick Evans,https://en.wikipedia.org/wiki/Dick_Evans_(basketball),1915-05-31,1.91,91.0,American,,,,,,
Earl Evans,https://en.wikipedia.org/wiki/Earl_Evans_(basketball),,,,,,,,,,
Hank Evans,https://en.wikipedia.org/wiki/Hank_Evans,1914-12-06,1.91,88.0,American,,,,,,
Jeremy Evans,https://en.wikipedia.org/wiki/Jeremy_Evans,1987-10-24,2.06,91.0,American,,,,,,
Maurice Evans,https://en.wikipedia.org/wiki/Maurice_Evans_(basketball),1978-11-08,1.96,100.0,American,,,,,,
Mike Evans,https://en.wikipedia.org/wiki/Mike_Evans_(basketball),1955-04-19,1.85,77.0,American,4531.0,7.7,808.0,1.4,1514.0,2.6
Reggie Evans,https://en.wikipedia.org/wiki/Reggie_Evans,1980-05-18,2.03,111.0,American,,,,,,
Tyreke Evans,https://en.wikipedia.org/wiki/Tyreke_Evans,1989-09-19,1.98,100.0,American,,,,,,
Byron Evard,https://en.wikipedia.org/wiki/Byron_Evard,1908-03-27,1.73,70.0,American,,,,,,
Daniel Ewing,https://en.wikipedia.org/wiki/Daniel_Ewing,1983-03-26,1.91,84.0,American,,,,,,
Patrick Ewing,https://en.wikipedia.org/wiki/Patrick_Ewing,1962-08-05,2.13,109.0,"Jamaican,American",24815.0,21.0,11617.0,9.8,,
Dante Exum,https://en.wikipedia.org/wiki/Dante_Exum,1995-07-13,1.98,86.0,Australian,,,,,,
Christian Eyenga,https://en.wikipedia.org/wiki/Christian_Eyenga,1989-06-22,2.01,95.0,Congolese,,,,,,
Festus Ezeli,https://en.wikipedia.org/wiki/Festus_Ezeli,1989-10-21,2.11,120.0,Nigerian,,,,,,
Johnny Ezersky,https://en.wikipedia.org/wiki/Johnny_Ezersky,"March 21, 1922",1.91,79.0,American,1031.0,7.6,,,169.0,1.3
Joe Fabel,https://en.wikipedia.org/wiki/Joe_Fabel,,,,,,,,,,
John Fairchild,https://en.wikipedia.org/wiki/John_Fairchild,1943-04-28,2.03,93.0,American,1085.0,6.6,523.0,3.2,115.0,0.7
Teddy Falda,https://en.wikipedia.org/wiki/Teddy_Falda,1920-01-02,1.83,82.0,American,,,,,,
Phil Farbman,https://en.wikipedia.org/wiki/Phil_Farbman,,,,,,,,,,
Kenneth Faried,https://en.wikipedia.org/wiki/Kenneth_Faried,1989-11-19,2.03,103.0,American,,,,,,
Dick Farley,https://en.wikipedia.org/wiki/Dick_Farley_(basketball),1932-04-13,1.93,86.0,American,1378.0,6.5,527.0,2.5,386.0,1.8
Jordan Farmar,https://en.wikipedia.org/wiki/Jordan_Farmar,1986-11-30,1.88,82.0,American,,,,,,
